date,equity_rsi,aapl_buy_hold
2024-05-15,10849.681828353714,10246.732274077125
2024-05-16,10849.681828353714,10253.235211237075
2024-05-17,10849.681828353714,10254.806754384064
2024-05-20,10849.681828353714,10317.993627121583
2024-05-21,10849.681828353714,10388.767259879045
2024-05-22,10849.681828353714,10310.40686710164
2024-05-23,10849.681828353714,10093.317148245289
2024-05-24,10849.681828353714,10260.713588971017
2024-05-28,10849.681828353714,10261.255500401014
2024-05-29,10849.681828353714,10277.45865215789
2024-05-30,10849.681828353714,10331.487221728481
2024-05-31,10849.681828353714,10383.348145579086
2024-06-03,10849.681828353714,10479.483233260355
2024-06-04,10849.681828353714,10496.770207877225
2024-06-05,10849.681828353714,10578.8697895216
2024-06-06,10849.681828353714,10503.81505646717
2024-06-07,10849.681828353714,10633.927990809181
2024-06-10,10849.681828353714,10430.331866559729
2024-06-11,10849.681828353714,11188.14081026597
2024-06-12,10849.681828353714,11507.868553963539
2024-06-13,10849.681828353714,11571.00123555806
2024-06-14,10849.681828353714,11476.491882166778
2024-06-17,10849.681828353714,11702.306375046062
2024-06-18,10849.681828353714,11573.71079270804
2024-06-20,10849.681828353714,11324.756681767933
2024-06-21,10849.681828353714,11206.45741659983
2024-06-24,10849.681828353714,11241.573277263564
2024-06-25,10849.681828353714,11291.754275681182
2024-06-26,10849.681828353714,11517.514577417467
2024-06-27,10849.681828353714,11563.414475538118
2024-06-28,10849.681828353714,11375.479591615545
2024-07-01,10849.681828353714,11706.53328420003
2024-07-02,10849.681828353714,11896.690004985585
2024-07-03,10849.681828353714,11965.837903453059
2024-07-05,10849.681828353714,12224.546420133092
2024-07-08,10849.681828353714,12304.478356057485
2024-07-09,10849.681828353714,12350.920165608131
2024-07-10,10849.681828353714,12583.183404504367
2024-07-11,10849.681828353714,12290.984761450587
2024-07-12,10849.681828353714,12451.336353586368
2024-07-15,10849.681828353714,12659.863871848785
2024-07-16,10849.681828353714,12682.569960765612
2024-07-17,10849.681828353714,12361.70420306505
2024-07-18,10849.681828353714,12107.872889254979
2024-07-19,10849.681828353714,12114.917737844926
2024-07-22,10849.681828353714,12096.00502893807
2024-07-23,10849.681828353714,12152.688964515639
2024-07-24,10849.681828353714,11803.264474454294
2024-07-25,10849.681828353714,11746.580538876726
2024-07-26,10849.681828353714,11771.941993800532
2024-07-29,10849.681828353714,11787.061322697416
2024-07-30,10849.681828353714,11817.299980491189
2024-07-31,10849.681828353714,11994.450826956841
2024-08-01,10849.681828353714,11793.564259857369
2024-08-02,10849.681828353714,11874.580018641753
2024-08-05,10849.681828353714,11302.5925042811
2024-08-06,10849.681828353714,11192.421910562936
2024-08-07,10849.681828353714,11332.289250644873
2024-08-08,10849.681828353714,11520.766045997441
2024-08-09,10849.681828353714,11679.058374699238
2024-08-12,10849.681828353714,11762.295970346606
2024-08-13,10849.681828353714,11964.53731602107
2024-08-14,10849.681828353714,11988.869139227885
2024-08-15,10849.681828353714,12151.06323022565
2024-08-16,10849.681828353714,12223.029068129104
2024-08-19,10849.681828353714,12214.358485249171
2024-08-20,10849.681828353714,12247.902802765915
2024-08-21,10849.681828353714,12241.94177703596
2024-08-22,10849.681828353714,12140.821104198729
2024-08-23,10849.681828353714,12265.73168881278
2024-08-26,10849.681828353714,12284.102486289641
2024-08-27,10849.681828353714,12330.056575553292
2024-08-28,10849.681828353714,12246.818979905924
2024-08-29,10849.681828353714,12425.216222660567
2024-08-30,10849.681828353714,12382.513601976892
2024-09-03,10849.681828353714,12045.661457091453
2024-09-04,10849.681828353714,11941.831227104241
2024-09-05,10849.681828353714,12024.581102464612
2024-09-06,10849.681828353714,11940.205492814255
2024-09-09,10849.681828353714,11945.082695684217
2024-09-10,10849.681828353714,11901.838163570546
2024-09-11,10849.681828353714,12039.700431361498
2024-09-12,10849.681828353714,12045.661457091453
2024-09-13,10849.681828353714,12031.029848481563
2024-09-16,10849.681828353714,11696.887260746103
2024-09-17,10849.681828353714,11722.302906812909
2024-09-18,10849.681828353714,11933.160644224308
2024-09-19,10849.681828353714,12375.468753386946
2024-09-20,10849.681828353714,12339.269069863221
2024-09-23,10849.681828353714,12245.735157045932
2024-09-24,10849.681828353714,12294.398803459562
2024-09-25,10849.681828353714,12240.316042745973
2024-09-26,10849.681828353714,12302.473283766501
2024-09-27,10849.681828353714,12317.104892376388
2024-09-30,10849.681828353714,12598.790453688249
2024-10-01,10849.681828353714,12231.645459866038
2024-10-02,10849.681828353714,12262.480220232805
2024-10-03,10849.681828353714,12202.436433789262
2024-10-04,10849.681828353714,12263.564043092796
2024-10-07,10849.681828353714,11987.243404937897
2024-10-08,10849.681828353714,12207.85554808922
2024-10-09,10849.681828353714,12411.72262805367
2024-10-10,10849.681828353714,12384.681247696875
2024-10-11,10849.681828353714,12304.09901805649
2024-10-14,10849.681828353714,12506.882275160948
2024-10-15,10849.681828353714,12644.7445429519
2024-10-16,10849.681828353714,12532.83983265775
2024-10-17,10849.681828353714,12552.836364424596
2024-10-18,10849.681828353714,12706.955975115427
2024-10-21,10849.681828353714,12786.99629332582
2024-10-22,10849.681828353714,12753.451975809074
2024-10-23,10849.681828353714,12477.673249084168
2024-10-24,10849.681828353714,12467.431123057246
2024-10-25,10849.681828353714,12512.843300890901
2024-10-28,10849.681828353714,12620.412719745083
2024-10-29,10849.681828353714,12635.044328354974
2024-10-30,10849.681828353714,12442.01547699044
2024-10-31,10849.681828353714,12215.44230810916
2024-11-01,10849.681828353714,12053.194025968394
2024-11-04,10849.681828353714,12004.530379554764
2024-11-05,10849.681828353714,12082.403052045174
2024-11-06,10849.681828353714,12042.951899941472
2024-11-07,10849.681828353714,12300.305638046517
2024-11-08,10849.681828353714,12285.72822057963
2024-11-11,10849.681828353714,12137.948973619752
2024-11-12,10849.681828353714,12137.948973619752
2024-11-13,10849.681828353714,12186.124899746384
2024-11-14,10849.681828353714,12353.90067847311
2024-11-15,10849.681828353714,12179.621962586434
2024-11-18,10849.681828353714,12343.116641016193
2024-11-19,10849.681828353714,12357.152147053084
2024-11-20,10849.681828353714,12396.115578869789
2024-11-21,10849.681828353714,12370.158021372987
2024-11-22,10849.681828353714,12443.26187327943
2024-11-25,10849.681828353714,12605.618537706197
2024-11-26,10849.681828353714,12724.188758589295
2024-11-27,10849.681828353714,12717.14390999935
2024-11-29,10849.681828353714,12847.040079769362
2024-12-02,10849.681828353714,12969.403680662432
2024-12-03,10849.681828353714,13135.066004812172
2024-12-04,10849.681828353714,13154.520625149025
2024-12-05,10849.681828353714,13156.146359439012
2024-12-06,10849.681828353714,13145.308130839096
2024-12-09,10849.681828353714,13356.978735395487
2024-12-10,10849.681828353714,13412.199510112066
2024-12-11,10849.681828353714,13342.889038215593
2024-12-12,10849.681828353714,13422.495827281988
2024-12-13,10849.681828353714,13431.654130448918
2024-12-16,10849.681828353714,13589.187783148722
2024-12-17,10849.681828353714,13721.305789781718
2024-12-18,10849.681828353714,13427.373030151952
2024-12-19,10849.681828353714,13521.557236685236
2024-12-20,10849.681828353714,13775.984653068303
2024-12-23,10849.681828353714,13818.199553464981
2024-12-24,10849.681828353714,13976.762837881775
2024-12-26,10849.681828353714,14021.199575141438
2024-12-27,10849.681828353714,13835.48652808185
2024-12-30,10849.681828353714,13651.995317885245
2024-12-31,10849.681828353714,13555.643465631976
